MasterDataType,MainOrganizationId,OrganizationMainIndex,OrganizationId,GovernmentOfficeOrganizationAffiliation,OrganizationName,Alias,UnifiedSocialCreditCode,OrganizationOperationStatus,OrganizationOperationStatusCode,SuperiorSupervisoryOrganization,SuperiorSupervisoryOrganizationMainIndex,EconomicType,EconomicTypeCode,CivilAdministrativeDivisionDistrictCounty,CivilAdministrativeDivisionDistrictCountyCode,CivilAdministrativeDivisionStreet,CivilAdministrativeDivisionStreetCode,DetailedAddress,GeographicalLongitude,GeographicalLatitude,OrganizationPostcode,OrganizationContactTelephone,OrganizationEmail,OrganizationWebsiteDomain,MedicalInstitutionPracticingLicenseRegistrationNumber,HealthInstitutionOrganizationCode,HealthInstitutionCategory,HealthInstitutionCategoryCode,SecondaryOrganizationName,SecondaryOrganizationMainIndexNumber,SecondaryOrganizationType,SecondaryOrganizationTypeCode,ThreeLevelAccreditationGradeOfChineseHospitalsGrade,ThreeLevelAccreditationGradeOfChineseHospitalsGradeCode,OrganizationClassificationManagementType,OrganizationClassificationManagementTypeCode,SuperiorOrganization,SuperiorOrganizationMainIndexNumber,PersonInChargeName,PersonInChargeTelephone
组织机构主数据,,cec4f92c-0e67-45f8-a767-0f8c14cbc669,500000002260,区级,重庆市梁平区龙胜乡卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,41112371-e076-4b31-9913-98f3d8506cb4,500000002264,区级,重庆市梁平区铁门乡卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c2bb64cb-1714-44be-8f9b-85a67195d13a,500000002266,区级,重庆市梁平区蟠龙镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,64e879d6-89ca-4dea-a662-9ab599c3fa1b,500000002268,区级,重庆市梁平区大观镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,af0e6173-3e59-4bd8-ba3c-23512317ed6c,500000002270,区级,重庆市梁平区和林镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ee67419a-7dca-4f2e-ad9a-c7666b914025,500000002272,区级,重庆市梁平区回龙镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c8ee2c56-e2f5-4aea-8a4d-965347e027cf,500000002274,区级,重庆市梁平区荫平镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,8849f92b-a56a-4eac-a846-8b9a90bba78b,500000002276,区级,重庆市梁平区竹山镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fcafc6dc-e849-4eb6-8439-f6b769dd796f,500000002278,区级,重庆市梁平区紫照镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cc94b9e5-cea7-4e57-9e6b-502508c0fa68,500000002280,区级,重庆市梁平区龙门镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,465b1e9b-fb0f-49ab-a97c-a2ca7786e90c,500000002282,区级,重庆市梁平区曲水镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f4072f91-6490-4eee-987b-b254e2374a19,500000002284,区级,重庆市梁平区文化镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ac93e365-58ce-488b-9a36-ec52e6e881ef,500000002286,区级,重庆市梁平区星桥镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b00a0d28-48ec-4b0f-ab97-31826462fbeb,500000002288,区级,重庆市梁平区石安镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9a3a5d63-1eff-4cdc-a399-a49769f92f8f,500000002290,区级,重庆市梁平区金带街道社区卫生服务中心,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,12aab828-22d3-4964-9a16-5ae7e076ebc3,500000002292,区级,重庆市梁平区安胜镇卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,858da7a9-f4bb-463f-be43-7495ffd3dabe,500000002294,区级,重庆市梁平区虎城中心卫生院,,,,,,,,,梁平区,500155,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b047a5dd-4009-4b4a-a18b-6cf6964da983,500000002296,县级,城口县葛城街道社区卫生服务中心,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e6fe3a96-c5c5-452d-9076-8a7d743861ff,500000002298,县级,城口县龙田乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,89c26b15-ab43-43d1-89ef-03b762086af8,500000002300,县级,城口县高燕镇卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7d6e4fe4-61d1-42c2-912f-b9a574a09129,500000002302,县级,城口县北屏乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,04f94d87-6ab1-4821-ae7f-aa34f6ca82d5,500000002304,县级,城口县坪坝中心卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,247cee81-652b-4548-9d28-ae9c58525588,500000002306,县级,城口县沿河乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5be31b99-8bde-4de4-a609-7b3d2dd80db6,500000002308,县级,城口县巴山中心卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,4cd1cd59-ab91-46fd-b23a-5ebbd2bbfa94,500000002310,县级,城口县高楠镇卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,323f3502-677c-4917-8efb-d78907a248c3,500000002312,县级,城口县左岚乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,76fdfc7e-4588-4c19-ab4f-7f2bf5b1d510,500000002314,县级,城口县庙坝中心卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,dc24c87e-fc85-403b-966a-7d75f724177e,500000002316,县级,城口县双河乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,998d988f-9343-4558-9438-9284101e600b,500000002318,县级,城口县修齐中心卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,896160a6-9637-4385-a0d6-2c3dbabe4176,500000002320,县级,城口县岚天乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,79e45458-e78b-409f-9147-765b9416b36b,500000002322,县级,城口县治平乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,6d03e8f1-1963-484a-95e8-0be21555eef3,500000002324,县级,城口县厚坪乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c986b441-adad-4d5c-9c7b-aa7f3389393c,500000002326,县级,城口县高观中心卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2d5f0a5f-200d-4f9f-afca-a9384ee9e903,500000002328,县级,城口县河鱼乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7fbae87e-2c40-40a4-b682-4216e7a05c32,500000002330,县级,城口县东安镇卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,81e6a32d-b00a-49b1-af18-227e7e03861e,500000002332,县级,城口县明通中心卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,634a5d62-b1e2-4b04-bebe-17843de1dfcd,500000002334,县级,城口县明中乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,4e7d7048-4d72-4948-af7e-72b85cea1eca,500000002336,县级,城口县蓼子乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,df1ae61b-20c9-460a-be1e-86b845da5a5c,500000002338,县级,城口县咸宜镇卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,bea80edb-1c80-4bff-8aec-57b51f348c5a,500000002340,县级,城口县周溪乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,6ef822ea-c2ea-4509-8667-bc3b4c86e885,500000002342,县级,城口县鸡鸣乡卫生院,,,,,,,,,城口县,500229,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f305b955-0d9e-41e0-bc0c-bfec6f34d454,500000002344,县级,丰都县名山街道社区卫生服务中心,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,74575687-5ee6-45b2-8e72-e0097409b7f3,500000002346,县级,丰都县社坛中心卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f7729ac8-f1b8-4540-90d6-4c9cf71ab127,500000002348,县级,丰都县仙女湖镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f6b8feb1-aa48-40cc-baed-08eb5761a212,500000002350,县级,丰都县虎威镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3540e3bb-0eb6-4f7b-a7ed-0e9f5d029694,500000002352,县级,丰都县三合街道社区卫生服务中心,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b5732abf-9cf1-4918-bb47-f8c6b94629ad,500000002354,县级,丰都县兴龙镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ffe03f2a-a987-4293-bb29-1ddb0790ba5b,500000002356,县级,丰都县仁沙镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e791ae29-f154-4354-a6c9-735d26b2fddf,500000002358,县级,丰都县许明寺镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b0e7c0ce-c414-4873-8ef7-db4729112597,500000002360,县级,丰都县保合镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,6837fe94-92f5-4d09-b6fe-3e07b184b7ea,500000002362,县级,丰都县十直镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,97aa97d4-a28f-46c3-baab-999ead17847a,500000002364,县级,丰都县董家中心卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b716f5ab-d05e-4df0-ab8e-20d4899a8837,500000002366,县级,丰都县三元中心卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,bf7c25de-125d-4530-bcc6-28578d5fa3b9,500000002368,县级,丰都县龙河中心卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,6e607528-d4e7-4401-b9a4-0b9dd2325b25,500000002370,县级,丰都县青龙乡卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f1a101cc-1af9-4c29-a05b-808c2c3cba27,500000002372,县级,丰都县双龙镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,0e1e3502-4d0f-4bca-ba4b-891c5c980f7b,500000002374,县级,丰都县树人中心卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,68b8df13-f734-455d-a276-61c55b208d75,500000002376,县级,丰都县龙孔镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ca07ad6d-57dd-4e36-8c9e-27296fcf989e,500000002380,县级,丰都县高镇中心卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,10c0da37-a8c3-44c3-be66-0ab008659cb4,500000002382,县级,丰都县栗子乡卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,1ea6c797-ccc0-4510-8b9c-c237fba5b365,500000002384,县级,丰都县三建乡卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,de200bbd-eda0-45c0-b614-1e146f2c47b1,500000002386,县级,丰都县湛普镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,01b7c270-5230-44af-9ffa-c312f5a45982,500000002388,县级,丰都县江池镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,324bc517-928e-4756-9a8a-fe6baf1778db,500000002390,县级,丰都县暨龙镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2677358e-6180-4d3b-b84a-dc24cc7510cc,500000002392,县级,丰都县包鸾中心卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,0063ac8b-0a57-436a-8e9f-11b872c5473a,500000002394,县级,丰都县南天湖镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,135b99ec-61a8-419d-9589-9c6782e5a2d9,500000002396,县级,丰都县双路镇卫生院（双路镇卫生院马鞍山门诊部）,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,de1f60e7-082f-4272-9e7e-c5cd9cf3d37c,500000002398,县级,丰都县武平中心卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3adfc5e7-6982-4f22-abf9-f499ba105209,500000002400,县级,丰都县太平坝乡卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,d29f3967-b312-4971-a188-e8a90b08d700,500000002402,县级,丰都县都督乡卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,022ebe54-033d-4aed-866e-0e9e24ee2932,500000002404,县级,丰都县兴义镇卫生院,,,,,,,,,丰都县,500230,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,caf02df6-dae7-4b88-a826-578132484d5e,500000002406,县级,垫江县桂溪社区卫生服务中心,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,6f11d416-e01f-456c-a98a-45d5bf8cff75,500000002408,县级,垫江县曹回镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5a27aa7e-1737-4880-8501-b776456e877a,500000002410,县级,垫江县沙坪镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2350d368-077f-4a61-9343-c0f9e746ef71,500000002412,县级,垫江县周嘉中心卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,34cd5fa6-4317-4cf7-818e-301181989017,500000002414,县级,垫江县永安镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,76c57c54-c681-4fa9-a25b-4aecfe96af83,500000002416,县级,垫江县普顺镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,119acd51-39c4-496d-b638-be91cdf34cf8,500000002418,县级,垫江县高安中心卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,04c18007-cf2c-4c33-9cf5-c0989455244b,500000002420,县级,垫江县长龙镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9d1af72c-9d9f-403b-84d6-cfab705707ef,500000002422,县级,垫江县杠家镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5cba4b4b-0dec-4a32-b0ea-22a391e89d49,500000002424,县级,垫江县大石乡卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a784ff8f-3a00-4789-a4f4-c8eca893ce86,500000002426,县级,垫江县沙河乡卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,89b04646-9b96-47fb-988b-78f55e97f29a,500000002428,县级,垫江县五洞中心卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,cc9425b3-f66d-4466-8fff-9ac5e0a660d5,500000002430,县级,垫江县黄沙镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,7cd0fb5c-bb83-4af9-b82d-ebc19c064b70,500000002432,县级,垫江县高峰镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3cb97f81-0580-42b2-a475-1a78e96d29df,500000002434,县级,垫江县太平镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f55ee566-b92c-49e9-9908-cfde14194ee1,500000002436,县级,垫江县澄溪镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,229e0b29-c653-4b9c-aef3-aa37c8b314d0,500000002438,县级,垫江县鹤游中心卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,143c9747-a108-45f0-b7ae-5baf48501054,500000002440,县级,垫江县包家镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,167d863e-3b47-4df1-bdb5-cba609c72529,500000002442,县级,垫江县白家镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,728650e1-dad0-4d90-8931-7a746faf5c3b,500000002444,县级,垫江县坪山中心卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a8165c6e-064b-442d-abb2-5287141d512d,500000002446,县级,垫江县永平镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,3cd22515-39d8-4d29-8b93-f16a0710f77f,500000002448,县级,垫江县新民中心卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,f40b41dd-6e00-4870-bc42-fcafdecd8c2e,500000002450,县级,垫江县裴兴镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,d8db0e6d-d0e4-4486-abc4-2d0eda0985cf,500000002452,县级,垫江县三溪镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,32b83683-34ae-4c92-99de-eb3467085e33,500000002454,县级,垫江县砚台镇卫生院,,,,,,,,,垫江县,500231,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,69b55f86-bb0f-48fc-81e3-9bd4cdbe5a3c,500000002456,区级,重庆市武隆区和顺镇卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fa584b61-698c-4213-9f53-92894b522193,500000002458,区级,重庆市武隆区凤来镇卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fcb8d1d2-6f19-4833-846f-71ee46c64e9a,500000002460,区级,重庆市武隆区平桥中心卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5f3d0354-9d43-46f3-957c-613513c34d31,500000002462,区级,重庆市武隆区火炉中心卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,34a8e7ff-13f8-4c28-96bb-6e836cd556df,500000002464,区级,重庆市武隆区长坝中心卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,888575c8-e2af-491e-847b-d8ea276fd6e3,500000002466,区级,重庆市武隆区白云乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,212c9671-ec0c-4cce-bdd7-685fc76261ff,500000002468,区级,重庆市武隆区大洞河乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,a1f97173-d4c5-4cb5-95f0-32440f2e5ea4,500000002470,区级,重庆市武隆区赵家乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,666d5ad4-860c-4700-8f5b-14c316bff6ec,500000002474,区级,重庆市武隆区鸭江中心卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,6dd75bb4-72ba-4588-94d9-645a011f6454,500000002476,区级,重庆市武隆区庙垭乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,8ccf4306-51a1-49f2-bbfe-db71e3cd27f5,500000002478,区级,重庆市武隆区羊角街道社区卫生服务中心,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,06004452-8e28-49d0-b6f3-45997711914a,500000002482,区级,重庆市武隆区白马中心卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,54afb18d-c28b-4f77-9730-c5135a906577,500000002484,区级,重庆市武隆区黄莺乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,c1d4bdcf-ddb4-42e1-b5f1-d62d5fb40367,500000002486,区级,重庆市武隆区沧沟乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,55c1bcfe-032c-4ff3-81d0-15cccb832220,500000002488,区级,重庆市武隆区仙女山街道社区卫生服务中心,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9fb24c9c-6790-4ba1-a86f-775b09b63b30,500000002490,区级,重庆市武隆区桐梓中心卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,68f40e01-0bb1-44ae-98da-240033e4539e,500000002492,区级,重庆市武隆区后坪苗族土家族乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5316d534-01c8-4d77-9c0f-da0db76b7f57,500000002494,区级,重庆市武隆区接龙乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,651b94b0-d673-445c-8c92-1a29f5c9924d,500000002496,区级,重庆市武隆区土地乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,45c86778-1573-479e-b387-d818d3a1187f,500000002498,区级,重庆市武隆区江口中心卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,be2805af-0c4f-4e78-bc9f-52ecdc89b697,500000002500,区级,重庆市武隆区文复苗族土家族乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,2ca7410c-7655-45af-891a-d80c6ce1a36a,500000002502,区级,重庆市武隆区浩口苗族仡佬族乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,ac20a4ec-c532-451b-9c9d-d9d7e06dd09d,500000002504,区级,重庆市武隆区石桥苗族土家族乡卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,34bf2f0f-ea1c-4d60-825e-750e8aa16294,500000002506,区级,重庆市武隆区双河镇卫生院,,,,,,,,,武隆区,500156,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,73126638-c7bf-4f45-9a2d-6f12c8f53f82,500000002510,县级,忠县拔山中心卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,fe09b5ad-a457-4487-89f4-ce3a1126a54e,500000002512,县级,忠县石宝中心卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,5a9e83c6-fef9-4fac-810b-f26e109541e9,500000002514,县级,忠县乌杨街道卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,b8bc728a-1c08-4c37-ba4d-44b1b698f684,500000002516,县级,重庆市忠县忠州街道社区卫生服务中心,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,17d8a2c6-fa14-4ff8-92f2-bf4bfee865e6,500000002518,县级,忠县三汇中心卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,e27d84f1-82b3-4811-9dce-602b4603576a,500000002520,县级,忠县白石中心卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,75f0a945-9b08-47ce-9b09-181e57175e20,500000002522,县级,忠县官坝中心卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,9b0675fa-70c5-4d44-97b3-6ebd527c13ad,500000002524,县级,忠县汝溪中心卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,656f2d53-a882-48a5-a209-844ef421a823,500000002526,县级,忠县马灌中心卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,bb03f80d-35fa-4209-8d89-189956ffed8d,500000002528,县级,忠县善广乡卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,015e8436-e8f3-4174-9e71-167c5334663d,500000002532,县级,忠县任家镇卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
组织机构主数据,,14e5d9b8-11ea-4bfb-9b74-175e9ddc6e2e,500000002534,县级,忠县新生街道卫生院,,,,,,,,,忠县,500233,,,,,,,,,,,,,,,,,,,,,,,,,,
